Time,Open,High,Low,Close,Volume,twelve,diff
2024-04-17 05:58:00,63893.87,63938.0,63893.87,63926.18,9.34911,62362.0,0.0250822616336872
2024-04-17 05:59:00,63926.17,63930.82,63917.04,63928.01,3.71325,62490.36,0.0230059484374869
2024-04-17 06:00:00,63928.01,63960.65,63906.55,63913.99,14.83919,62511.08,0.0224425813791731
2024-04-17 06:01:00,63914.0,63914.0,63781.19,63799.17,37.0494,62494.1,0.0208830913638247
2024-04-17 06:02:00,63799.18,63911.01,63799.17,63899.99,18.71689,62516.46,0.0221306516715757
2024-04-17 06:03:00,63900.0,63915.2,63844.27,63844.28,31.25738,62560.28,0.0205242048149401
2024-04-17 06:04:00,63844.27,63899.61,63816.38,63888.43,16.4416,62609.43,0.0204282326160771
2024-04-17 06:05:00,63888.42,63915.2,63854.46,63871.46,13.14281,62524.84,0.0215373601915656
2024-04-17 06:06:00,63871.43,63887.99,63854.46,63861.19,24.07047,62573.15,0.020584547845202
2024-04-17 06:07:00,63861.2,63861.2,63824.09,63843.22,11.2262,62775.11,0.0170148646493808
2024-04-17 06:08:00,63843.22,63878.17,63843.21,63875.0,12.18502,62846.55,0.0163644623292766
2024-04-17 06:09:00,63875.0,63929.99,63869.84,63923.59,70.42917,62912.73,0.0160676543523066
2024-04-17 06:10:00,63923.59,63923.6,63872.22,63898.79,17.69321,62947.1,0.0151188855403983
2024-04-17 06:11:00,63898.79,63898.8,63837.36,63846.02,21.77447,62956.26,0.0141329869341031
2024-04-17 06:12:00,63846.03,63872.4,63839.83,63858.35,14.19816,62943.47,0.0145349469929128
2024-04-17 06:13:00,63858.36,63858.36,63831.8,63857.27,18.60638,62870.8,0.0156904318061801
2024-04-17 06:14:00,63857.28,63902.09,63845.21,63899.53,16.25267,62774.8,0.0179169029610606
2024-04-17 06:15:00,63899.52,63899.53,63870.57,63897.39,11.8871,62728.75,0.0186300540023514
2024-04-17 06:16:00,63897.39,63921.4,63888.41,63892.37,43.55658,62720.98,0.0186762069087569
2024-04-17 06:17:00,63892.36,63899.61,63845.2,63849.09,14.28757,62753.8,0.0174537637561389
2024-04-17 06:18:00,63849.1,63851.47,63780.84,63786.06,68.29724,62595.32,0.0190228279047059
2024-04-17 06:19:00,63786.07,63802.5,63735.2,63784.39,36.03303,62609.62,0.0187634104790923
2024-04-17 06:20:00,63784.39,63790.04,63737.35,63787.56,14.15768,62539.99,0.019948356243741
2024-04-17 06:21:00,63787.55,63859.6,63787.55,63859.6,16.32826,62523.79,0.0213648276919873
2024-04-17 06:22:00,63859.59,63872.64,63806.16,63852.94,60.10134,62563.3,0.0206133627861702
2024-04-17 06:23:00,63852.94,63852.95,63843.89,63852.43,5.45556,62553.72,0.0207615150625735
2024-04-17 06:24:00,63852.43,63852.44,63829.53,63847.23,17.08022,62598.55,0.0199474268972683
2024-04-17 06:25:00,63847.24,63847.24,63814.8,63814.81,22.87872,62707.57,0.0176571983254971
2024-04-17 06:26:00,63814.81,63815.0,63793.73,63793.73,11.83355,62738.95,0.0168122035832605
2024-04-17 06:27:00,63793.74,63818.14,63785.28,63815.77,14.99965,62677.65,0.0181583068286701
2024-04-17 06:28:00,63815.78,63843.54,63814.02,63839.57,7.12588,62639.51,0.0191581958415703
2024-04-17 06:29:00,63839.56,63853.65,63839.56,63844.61,14.23472,62674.57,0.0186684966486407
2024-04-17 06:30:00,63844.61,63884.83,63830.78,63877.33,13.41545,62694.01,0.0188745304375967
2024-04-17 06:31:00,63877.32,63884.78,63863.47,63884.78,5.10519,62723.51,0.0185141105783142
2024-04-17 06:32:00,63884.78,63897.12,63877.99,63897.12,9.18633,62780.64,0.0177838263515632
2024-04-17 06:33:00,63897.12,63897.12,63897.1,63897.11,2.57766,62785.92,0.0176980762565874
2024-04-17 06:34:00,63897.1,63897.11,63888.56,63888.56,4.35828,62852.6,0.0164823730442336
2024-04-17 06:35:00,63888.57,63904.4,63888.56,63904.39,5.00994,62830.4,0.01709347704296
2024-04-17 06:36:00,63904.39,63918.0,63901.28,63917.99,6.74157,62838.07,0.0171857601609979
2024-04-17 06:37:00,63917.98,63987.81,63909.17,63984.89,18.80879,62751.99,0.0196471856908442
2024-04-17 06:38:00,63984.88,63986.76,63968.78,63977.62,10.14156,62807.03,0.0186378817785206
2024-04-17 06:39:00,63977.62,63977.63,63949.08,63949.09,4.6765,62789.17,0.0184732494473169
2024-04-17 06:40:00,63949.09,63963.9,63945.56,63963.9,6.26974,62718.72,0.0198534026204615
2024-04-17 06:41:00,63963.89,63999.99,63963.89,63999.99,5.86777,62735.43,0.0201570308835055
2024-04-17 06:42:00,63999.98,63999.99,63999.53,63999.54,3.81307,62748.81,0.0199323301908036
2024-04-17 06:43:00,63999.53,63999.54,63999.53,63999.54,2.49566,62779.78,0.0194291856390704
2024-04-17 06:44:00,63999.54,64000.0,63958.7,63958.7,16.73454,62747.75,0.0192986999533848
2024-04-17 06:45:00,63958.7,63958.71,63884.83,63884.83,15.54236,62778.25,0.0176268054620827
2024-04-17 06:46:00,63884.84,63884.84,63833.39,63855.24,13.06696,62753.24,0.0175608462606871
2024-04-17 06:47:00,63855.25,63860.01,63848.01,63860.01,8.19266,62887.36,0.0154665420841326
2024-04-17 06:48:00,63860.01,63905.98,63860.0,63872.61,11.77037,62828.54,0.0166177663845126
2024-04-17 06:49:00,63872.62,63877.29,63866.3,63871.72,11.37335,62804.86,0.0169869019690513
2024-04-17 06:50:00,63871.72,63871.72,63848.32,63848.33,5.06868,62947.78,0.0143063027798597
2024-04-17 06:51:00,63848.33,63884.84,63848.32,63884.84,6.13187,62960.59,0.0146798179623157
2024-04-17 06:52:00,63884.84,63893.08,63884.83,63893.08,3.20231,62957.21,0.0148651758869238
2024-04-17 06:53:00,63893.07,63939.71,63893.07,63938.63,103.52773,62913.09,0.0163009001783254
2024-04-17 06:54:00,63938.64,63938.64,63870.63,63907.03,10.68239,62889.58,0.0161783557784929
2024-04-17 06:55:00,63907.04,63907.04,63896.02,63896.02,3.883,62953.36,0.014973942614024
2024-04-17 06:56:00,63896.02,63896.03,63859.14,63879.93,9.32262,62971.9,0.0144196062053074
2024-04-17 06:57:00,63879.93,63915.2,63879.93,63915.2,14.01039,62926.75,0.0157079461437306
2024-04-17 06:58:00,63915.2,63937.72,63884.83,63892.48,13.71862,62982.9,0.0144416976671446
2024-04-17 06:59:00,63892.49,63892.49,63879.68,63880.92,9.19922,63003.92,0.0139197688016872
2024-04-17 07:00:00,63880.92,63906.63,63848.72,63906.62,11.81843,62990.81,0.0145387874834441
2024-04-17 07:01:00,63906.63,63909.03,63884.22,63909.02,6.57039,63094.8,0.0129047084704285
2024-04-17 07:02:00,63909.02,63935.56,63909.02,63935.55,7.48238,63008.44,0.0147140605290339
2024-04-17 07:03:00,63935.55,63935.56,63887.62,63901.54,8.09493,62923.8,0.0155384766972115
